keyword,min,1st quartile,meidan,3rd quartile,max
statistical arbitrage,0.0212983430204,0.0212983430204,0.0212983430204,0.0212983430204,0.0212983430204
multitaper,0.021178126597,0.021178126597,0.021178126597,0.021178126597,0.021178126597
bayesian model comparison,0.0066968406441,0.0139226443782,0.0211484481123,0.0283742518464,0.0356000555805
multistage sampling,0.0211185258654,0.0211185258654,0.0211185258654,0.0211185258654,0.0211185258654
sufficient dimension reduction,0.00508404371994,0.00789594244059,0.0211076834598,0.0263590628869,0.0417282665321
markov additive process,0.0210395781052,0.0210395781052,0.0210395781052,0.0210395781052,0.0210395781052
quantum markov chain,0.00690530260968,0.0139470736504,0.0209888446911,0.0280306157318,0.0350723867725
polytree,0.00696629154342,0.0138816102219,0.0207969289004,0.0277122475788,0.0346275662573
fixed effects model,0.00687187907333,0.0138023633532,0.020732847633,0.0276633319129,0.0345938161927
probability box,0.0207105322655,0.0207105322655,0.0207105322655,0.0207105322655,0.0207105322655
skew normal distribution,0.0203011947076,0.0204099158087,0.0205186369099,0.020627358011,0.0207360791122
stochastic equicontinuity,0.0064990162312,0.013465961631,0.0204329070309,0.0372709480946,0.0541089891582
gaussian process emulator,0.0067929675433,0.013594068429,0.0203951693146,0.0271962702003,0.0339973710859
ordinal regression,0.00728066777718,0.0138236618634,0.0203666559497,0.026909650036,0.0334526441223
star model,0.00667088051939,0.01318737229,0.0197038640606,0.0297476545531,0.0397914450455
exponential dispersion model,0.00659977617277,0.0131423288527,0.0196848815326,0.0201309135915,0.0205769456504
energy distance,0.00669711800422,0.0131720719977,0.0196470259912,0.0573419014395,0.0950367768878
empirical likelihood,0.00426902234019,0.00546783064795,0.019598110009,0.0382066142988,0.146966755338
mcar,0.00564443912895,0.00583815809773,0.0195845259373,0.0262307450464,0.0886432324148
cumulative incidence,0.0127188963778,0.01613595873,0.0195530210822,0.0258552853529,0.0321575496237
lévy process,0.00563821937938,0.0124937815793,0.0193493437792,0.0295510405967,0.0397527374142
g-network,0.0189977625085,0.0189977625085,0.0189977625085,0.0189977625085,0.0189977625085
small area estimation,0.00615913836749,0.00626148964046,0.0189511949769,0.0312768745224,0.0493205305269
stochastic dominance,0.0135272472896,0.0161193503073,0.018711453325,0.0195416224905,0.0203717916559
sampling design,0.00456907200129,0.00486617422009,0.0185334590371,0.0337968405022,0.0773255081549
piecewise-deterministic markov process,0.00607732818044,0.012318276735,0.0185130170583,0.0248035001053,0.0248275345046
control chart,0.00608309962221,0.00634208307147,0.0182840263621,0.0425816973555,0.0558619526353
factorial experiment,0.00587123016289,0.00935826860742,0.0179233061418,0.018174759022,0.0226795989981
t-statistic,0.00572829759338,0.00587999549882,0.017836215247,0.0201182877602,0.0299599501946
non-homogeneous poisson process,0.00694584254672,0.0122868007363,0.0176277589259,0.0229687171155,0.0283096753051
granger causality,0.00552971695912,0.0113468301798,0.0174570926311,0.0342050963932,0.111430591274
pareto index,0.00589099674917,0.0116031170788,0.0173152374085,0.0230273577381,0.0287394780678
edgeworth series,0.00707741882627,0.0121866019906,0.0172957851549,0.0224049683192,0.0275141514835
second moment method,0.0135859350866,0.0153785237439,0.0171711124011,0.0189637010584,0.0207562897156
girsanov theorem,0.00693227644799,0.0120379848724,0.0171436932967,0.0222494017211,0.0273551101455
tsallis statistics,0.0130971422191,0.0150941322208,0.0170911222225,0.0190881122243,0.021085102226
particle swarm optimization,0.00679947421719,0.0119121306943,0.0170247871714,0.0221374436486,0.0272501001257
brownian excursion,0.0134955343778,0.0152066443957,0.0169177544135,0.0186288644313,0.0203399744491
statistical proof,0.0168884835503,0.0168884835503,0.0168884835503,0.0168884835503,0.0168884835503
closed testing procedure,0.0137837885102,0.0152177573424,0.0166517261745,0.0180856950067,0.0195196638389
optimal design,0.00399021600862,0.00716915278234,0.0164206809961,0.0418014882725,0.126754948184
independent component analysis,0.00531852125963,0.00549494050142,0.0162091754547,0.0180167525053,0.0329054372772
semimartingale,0.00357502575613,0.00914283534175,0.0162090064268,0.0247093477677,0.0716227382253
dirichlet-multinomial distribution,0.0131213513544,0.0146073414586,0.0160933315627,0.0175793216669,0.019065311771
berkson error model,0.0153145228385,0.0153145228385,0.0153145228385,0.0153145228385,0.0153145228385
isotonic regression,0.00482796359582,0.00517784185624,0.015237157843,0.0300724216116,0.0802723880382
detailed balance,0.0123252113358,0.0127692814501,0.0152268318149,0.0178803735026,0.0189124175856
kpss test,0.0152059092013,0.0152059092013,0.0152059092013,0.0152059092013,0.0152059092013
interquartile range,0.0151751591322,0.0151751591322,0.0151751591322,0.0151751591322,0.0151751591322
elementary event,0.0148743631137,0.0148743631137,0.0148743631137,0.0148743631137,0.0148743631137
seismic inversion,0.0148302691519,0.0148302691519,0.0148302691519,0.0148302691519,0.0148302691519
stochastic drift,0.0148010181279,0.0148010181279,0.0148010181279,0.0148010181279,0.0148010181279
standard probability space,0.0147283929163,0.0147283929163,0.0147283929163,0.0147283929163,0.0147283929163
multiple correspondence analysis,0.0146995419997,0.0146995419997,0.0146995419997,0.0146995419997,0.0146995419997
poisson limit theorem,0.0146995419997,0.0146995419997,0.0146995419997,0.0146995419997,0.0146995419997
skellam distribution,0.0146708038922,0.0146708038922,0.0146708038922,0.0146708038922,0.0146708038922
lindeberg's condition,0.0146708038922,0.0146708038922,0.0146708038922,0.0146708038922,0.0146708038922
therapeutic effect,0.0146564769353,0.0146564769353,0.0146564769353,0.0146564769353,0.0146564769353
sinusoidal model,0.0146279068048,0.0146279068048,0.0146279068048,0.0146279068048,0.0146279068048
subgroup analysis,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462
procrustes analysis,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462
lady tasting tea,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462
randomized block design,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462,0.0145852598462
item response theory,0.0145710993997,0.0145710993997,0.0145710993997,0.0145710993997,0.0145710993997
rasch model,0.0145710993997,0.0145710993997,0.0145710993997,0.0145710993997,0.0145710993997
z-transform,0.014542860835,0.014542860835,0.014542860835,0.014542860835,0.014542860835
cancer cluster,0.014542860835,0.014542860835,0.014542860835,0.014542860835,0.014542860835
wilcoxon signed-rank test,0.0145147315104,0.0145147315104,0.0145147315104,0.0145147315104,0.0145147315104
likert scale,0.0145147315104,0.0145147315104,0.0145147315104,0.0145147315104,0.0145147315104
branch and bound,0.0145007076152,0.0145007076152,0.0145007076152,0.0145007076152,0.0145007076152
curve fitting,0.014472740966,0.014472740966,0.014472740966,0.014472740966,0.014472740966
probabilistic logic,0.0144587980556,0.0144587980556,0.0144587980556,0.0144587980556,0.0144587980556
single-linkage clustering,0.0144448819843,0.0144448819843,0.0144448819843,0.0144448819843,0.0144448819843
boolean model,0.00589974316035,0.0101724729736,0.0144216778019,0.0250553282535,0.0460213905586
rescaled range,0.0144171300497,0.0144171300497,0.0144171300497,0.0144171300497,0.0144171300497
hadwiger's theorem,0.0143894845462,0.0143894845462,0.0143894845462,0.0143894845462,0.0143894845462
conditionality principle,0.0143619448629,0.0143619448629,0.0143619448629,0.0143619448629,0.0143619448629
negative probability,0.0143482145141,0.0143482145141,0.0143482145141,0.0143482145141,0.0143482145141
simplex algorithm,0.0142393096601,0.0142393096601,0.0142393096601,0.0142393096601,0.0142393096601
clinical significance,0.0142258126841,0.0142258126841,0.0142258126841,0.0142258126841,0.0142258126841
multiple-try metropolis,0.0142123412706,0.0142123412706,0.0142123412706,0.0142123412706,0.0142123412706
van der waerden test,0.0141854748409,0.0141854748409,0.0141854748409,0.0141854748409,0.0141854748409
pseudolikelihood,0.0057024268423,0.0058184642955,0.0141339888558,0.0254689365035,0.0860759643579
kolmogorov's criterion,0.0141320455572,0.0141320455572,0.0141320455572,0.0141320455572,0.0141320455572
latin hypercube sampling,0.00704930594116,0.0105478374717,0.0140463690023,0.0175449005329,0.0210434320635
post-hoc analysis,0.0137304663109,0.0138471752746,0.0139638842382,0.0140805932018,0.0141973021655
master equation,0.00685860007995,0.0104048080758,0.0139510160717,0.0174972240676,0.0210434320635
semi-markov process,0.0068519798096,0.0103946495285,0.0139373192475,0.0174799889664,0.0210226586853
multivariate stable distribution,0.0139352204101,0.0139352204101,0.0139352204101,0.0139352204101,0.0139352204101
change detection,0.00426157621518,0.00480931531976,0.0139262222746,0.0239300718672,0.0545764290983
intraclass correlation,0.00717760473483,0.0105421069543,0.0139066091737,0.0172711113932,0.0206356136126
accelerated failure time model,0.0138106052194,0.013844521244,0.0138784372686,0.0139123532932,0.0139462693178
dynamic bayesian network,0.0138452328245,0.0138452328245,0.0138452328245,0.0138452328245,0.0138452328245
treatment and control groups,0.00692551325146,0.0103630556299,0.0138005980084,0.0172381403868,0.0206756827653
tukey median,0.0137312281626,0.0137312281626,0.0137312281626,0.0137312281626,0.0137312281626
weighted median,0.0137186767657,0.0137186767657,0.0137186767657,0.0137186767657,0.0137186767657
long-range dependency,0.013693642684,0.013693642684,0.013693642684,0.013693642684,0.013693642684
exchangeable random variables,0.00651252392912,0.0100937748569,0.0136750257846,0.0172562767124,0.0208375276402
order of integration,0.0134827181059,0.0135680517648,0.0136533854237,0.0137387190826,0.0138240527415
response rate,0.00675021705678,0.0100986712236,0.0134471253905,0.0299352389718,0.0464233525531
higher-order statistics,0.00665914735717,0.0100503798076,0.013441612258,0.0168328447084,0.0202240771588
testimator,0.0132190895396,0.0133271301752,0.0134351708109,0.0135432114465,0.0136512520822
internal consistency,0.00684537230737,0.0101237089982,0.0134020456889,0.0166803823797,0.0199587190705
randomized experiment,0.005212927987,0.00533070370136,0.01339355462,0.0258503558992,0.0559604679087
the design of experiments,0.00667088051939,0.0100194137732,0.0133679470271,0.0201978009149,0.0270276548028
noncentrality parameter,0.00640730857036,0.00988107488351,0.0133548411967,0.0302564428892,0.0471580445817
matrix normal distribution,0.0132380350054,0.0132898980221,0.0133417610388,0.0137730379858,0.0142043149328
relevance vector machine,0.0131232543551,0.0132129641017,0.0133026738482,0.0163998612709,0.0194970486936
categorical distribution,0.0064990162312,0.00986852561831,0.0132380350054,0.0233289512866,0.0334198675677
l-estimator,0.0130370084164,0.0131293385044,0.0132216685923,0.0133139986802,0.0134063287682
bayes factor,0.00415926837172,0.0043669152644,0.013148705109,0.0228115247664,0.0978414611085
data assimilation,0.00509676246083,0.00521418802412,0.0131438903676,0.0197888947248,0.0419023906131
periodogram,0.00401027019498,0.00444412983595,0.013140280149,0.0261299553678,0.0792221909367
local independence,0.00657429441148,0.00985510189262,0.0131359093738,0.0295336498083,0.0459313902428
diversity index,0.00633578512586,0.00970433115246,0.0130728771791,0.0131618948252,0.0132509124714
randomized response,0.00645232660037,0.0113776450774,0.0130452500815,0.0258242880057,0.064083905243
mixed model,0.00433290061228,0.00457816020905,0.0130345109328,0.0161927842869,0.0640013377397
maximal information coefficient,0.00649046843249,0.0113296290811,0.0130329204577,0.0193349126026,0.0379701755561
blind deconvolution,0.00638355180134,0.0111067043011,0.0129814973175,0.0292805658688,0.0772765449734
bin packing problem,0.0129716788087,0.0129716788087,0.0129716788087,0.0129716788087,0.0129716788087
decision boundary,0.00652906388402,0.0113012857249,0.0129557221208,0.01612961218,0.0254601950106
zipf's law,0.0064133418176,0.00967482761373,0.0129363134099,0.022697630121,0.0324589468322
chernoff bound,0.00671031429586,0.00981105194442,0.012911789593,0.0315423368234,0.0501728840537
stratonovich integral,0.012893670431,0.012893670431,0.012893670431,0.012893670431,0.012893670431
cross-sectional data,0.00604942650044,0.00631397867976,0.0128043254791,0.0206551749486,0.0250012351384
isserlis' theorem,0.0127947420134,0.0127947420134,0.0127947420134,0.0127947420134,0.0127947420134
fractional factorial design,0.00518766927211,0.00883673763213,0.0127791689437,0.0186042612304,0.0583625621176
tsallis entropy,0.00604292820961,0.00613554013619,0.0127726897352,0.012823831636,0.0186931047729
circular distribution,0.00581789636892,0.0124742042886,0.0127472714471,0.0127726897352,0.0247795121941
expectation propagation,0.00629811229348,0.00635755720622,0.0126448948814,0.0190617752763,0.0195098483484
bernoulli sampling,0.00643971208111,0.00643971208111,0.0125598732319,0.0187381301835,0.0189124175856
grand mean,0.00673686351167,0.00962851356677,0.0125201636219,0.0157814737172,0.0190427838126
metropolis algorithm,0.00507320995408,0.0101912402335,0.0124945482903,0.0157472291517,0.0391387748329
rate function,0.0046816747236,0.00475834955047,0.0124412262806,0.0190517524914,0.0636995722561
tucker decomposition,0.0063101776427,0.0106767508457,0.0123642499169,0.0174266081919,0.0319177590067
error function,0.00607732818044,0.00645716119172,0.0123539130225,0.0250704653706,0.0250950201849
e-function,0.00600328388209,0.0122593376118,0.0123301326317,0.0124378716547,0.0984515489289
bhattacharyya distance,0.0060888820363,0.0121893509081,0.01228284545,0.0124742042886,0.0309743902427
von mises distribution,0.00604579615315,0.00770965549147,0.0122657176211,0.0124374123486,0.0560938973093
parafac,0.00609467545403,0.00613554013619,0.0122476174038,0.0125844870377,0.0306190435095
threshold model,0.0111333093898,0.0113877774999,0.0122169247043,0.0158840581339,0.0426921683478
bonferroni correction,0.0062078979368,0.00779249616078,0.0121987028681,0.0123975565717,0.0186607558876
hypergeometric distribution,0.00488005716031,0.00777365518375,0.012082120251,0.0326108512354,0.0710381047995
quantile regression,0.00377447113218,0.0040756850846,0.0120607007605,0.0307856398948,0.0704472719921
contingency table,0.00386754545667,0.00414433304254,0.0120597758893,0.0212350860554,0.0953196599784
dagum distribution,0.0119969883147,0.0119969883147,0.0119969883147,0.0119969883147,0.0119969883147
multidimensional scaling,0.0060929368639,0.00756651627322,0.0119930065427,0.0214402596235,0.025207069445
ensemble kalman filter,0.00608309962221,0.0118730378168,0.0119617253075,0.0124863623824,0.045200128342
stein's unbiased risk estimate,0.00538277638839,0.00620688362615,0.011928312667,0.0126590986209,0.0127854369305
fisher information metric,0.00582095321573,0.00590537097863,0.0119139665623,0.0178370616516,0.0238511572309
block design,0.00585437495668,0.00592531925437,0.0118908101647,0.0212034098797,0.0414165887893
bernoulli process,0.00594800496894,0.0075961210667,0.0118261288598,0.0166878948075,0.0248069572316
correspondence analysis,0.00618333652063,0.007719751585,0.0118007011657,0.0164714913986,0.0183683248453
generalized p-value,0.00654271758914,0.00916830166063,0.0117938857321,0.0148040514235,0.017814217115
stochastic gradient descent,0.00585998259553,0.0088359957302,0.0117537403069,0.0121085073282,0.022999330187
malliavin calculus,0.00563913420496,0.00975202722961,0.0117246877556,0.0196523498422,0.0289019209734
discrete choice,0.00592812192804,0.00874092015288,0.0116419064315,0.011902658678,0.0419439302724
fiducial inference,0.00564443912895,0.0100932556975,0.0115554192686,0.0117694766314,0.0288186301349
omnibus test,0.00570345892973,0.0059516211968,0.0115442170574,0.011961474783,0.0227274196745
propensity score,0.00560330634831,0.00578476769227,0.0114682456779,0.0233683975359,0.0626487546499
prediction interval,0.0051367101845,0.00593454735092,0.0114673323894,0.0262053770007,0.0364517685982
biclustering,0.00564624356171,0.00583054231298,0.0114348754189,0.017422694419,0.10948082824
differential entropy,0.00520836700875,0.00573211267077,0.011407204819,0.0193251198616,0.0701758923284
law of the iterated logarithm,0.00544291623123,0.00564624356171,0.0113577616155,0.0153640615424,0.023438084606
poisson binomial distribution,0.00581541999024,0.00592921310135,0.0113292996847,0.0150280755381,0.0296406096402
multi-armed bandit,0.0054351633888,0.0107430951204,0.0112116913084,0.0294821361291,0.0437309605483
ancestral graph,0.00543288320592,0.00575090563748,0.0112066126966,0.0288389348259,0.0350525963038
hitting time,0.00559798506972,0.00570084939886,0.0111959701394,0.0113359197662,0.063136768318
equating,0.00634374538226,0.00875179876817,0.0111598521541,0.01356790554,0.0159759589259
location-scale family,0.00618888498932,0.00865673788381,0.0111245907783,0.0135924436728,0.0160602965673
generalized method of moments,0.00545592810088,0.00551387838874,0.0111027341528,0.0195912877353,0.0281119917403
jump diffusion,0.00502515811899,0.00578345753263,0.0110084768003,0.0238117072986,0.0743806462076
self-similar process,0.00545592810088,0.00776774762736,0.0110064676717,0.0186811577061,0.0274632534694
distance correlation,0.00541207988491,0.00548687664541,0.0109629310489,0.0944895027106,0.125701808222
bregman divergence,0.00521407696229,0.00541207988491,0.0109305920193,0.0223895510244,0.0662348287007
pairwise comparison,0.00541969328428,0.00558669033751,0.0108806794698,0.0165683799425,0.0220980917664
marginal model,0.00538977417603,0.00556297732647,0.0108732335999,0.0218402215364,0.0519107282392
local time,0.00542484019148,0.00560876122225,0.010849680383,0.0187059128712,0.0492444544968
binomial probability,0.00748013812724,0.0091594291368,0.0108387201464,0.0125180111559,0.0141973021655
chinese restaurant process,0.00537886696952,0.00556849312773,0.0108188574273,0.011075890018,0.0111897291315
error bar,0.00573456034215,0.00633580999227,0.0107655527768,0.0127854369305,0.013112597548
coefficient of determination,0.00707036960433,0.00889521196172,0.0107200543191,0.0125448966765,0.0143697390339
test set,0.00535472643719,0.00544388446797,0.0105971516526,0.0108452800816,0.0212145268771
sliced inverse regression,0.00522608347705,0.00777752666392,0.0105641181094,0.0156556303153,0.0280200136838
jeffreys prior,0.00497754172044,0.00515015700692,0.010550773018,0.0289637902366,0.0587743626877
snowball sampling,0.00703533308498,0.00878027626129,0.0105252194376,0.0122701626139,0.0140151057902
sensitivity index,0.00491424634764,0.00541476120572,0.010482606556,0.0146505043719,0.016192369234
chernoff's distribution,0.00674135905294,0.0086088977095,0.0104764363661,0.0123439750226,0.0142115136792
wald test,0.00507928337938,0.00533137686398,0.0104723448826,0.0129659276369,0.0345520678291
erlang distribution,0.00726576364662,0.00885885735684,0.0104519510671,0.0120450447773,0.0136381384875
association scheme,0.00709865108275,0.00877328427063,0.0104479174585,0.0121225506464,0.0137971838343
principle of indifference,0.00692551325146,0.0086841305545,0.0104427478575,0.0122013651606,0.0139599824636
robust regression,0.0052412315451,0.00540314816247,0.0104220454355,0.0129978692744,0.0424216981363
main effect,0.00504109826511,0.00518414314226,0.0103865144878,0.0242563492549,0.0463030553675
random number generator,0.00689189425509,0.00863167731705,0.010371460379,0.012111243441,0.0138510265029
failure rate,0.00498025869366,0.00554631198722,0.0103672535783,0.0139112469942,0.09591643749
stopped process,0.00724352151301,0.00880332066122,0.0103631198094,0.0119229189577,0.0134827181059
relative standard deviation,0.00702141551211,0.00869205153889,0.0103626875657,0.0120333235924,0.0137039596192
rice distribution,0.00677999148304,0.0085647245352,0.0103494575874,0.0121341906395,0.0139189236917
quantum probability,0.00683219545981,0.00858352821413,0.0103348609685,0.0120861937228,0.0138375264771
fast fourier transform,0.0056857080202,0.00574723453214,0.0103254376873,0.0107680774072,0.0119372133263
m-separation,0.00692551325146,0.0086201248434,0.0103147364353,0.0120093480273,0.0137039596192
fisher's exact test,0.00685860007995,0.00857656663769,0.0102945331954,0.0120124997532,0.0137304663109
analysis of covariance,0.00675418751926,0.00849825721718,0.0102423269151,0.011986396613,0.0137304663109
approximate bayesian computation,0.00469284238041,0.00510679493299,0.0102392345792,0.0164768571819,0.025610044402
fluctuation theorem,0.0067929675433,0.00850426027935,0.0102155530154,0.0119268457515,0.0136381384875
hierarchical clustering,0.00484577895964,0.00508399079494,0.0102146528407,0.0194762129909,0.0519567200025
wasserstein metric,0.00494616232792,0.00511359254054,0.0102096097881,0.0142548037778,0.0424042332371
partial least squares regression,0.00679947421719,0.00850260234686,0.0102057304765,0.0119088586062,0.0136119867359
statistical process control,0.0068256260411,0.0084898990573,0.0101541720735,0.0118184450897,0.0134827181059
surrogate model,0.00505089456437,0.00529263460557,0.0101496560791,0.0154521213856,0.0412619232874
cox's theorem,0.00684537230737,0.00849513296289,0.0101448936184,0.0117946542739,0.0134444149294
response surface methodology,0.00665290635684,0.00839594228334,0.0101389782098,0.0118820141363,0.0136250500629
topological data analysis,0.00495753237279,0.00527833757319,0.0101279159346,0.0119794706381,0.0265284373262
multiclass classification,0.00699374490911,0.00855316100371,0.0101125770983,0.0116719931929,0.0132314092875
benford's law,0.00674135905294,0.00842669881618,0.0101120385794,0.0117973783426,0.0134827181059
gamma process,0.00445154609513,0.00505565389052,0.010063472895,0.0155319729732,0.0203204038385
optional stopping theorem,0.00659113378157,0.00831402986264,0.0100369259437,0.0117598220248,0.0134827181059
bayesian network,0.00473062537896,0.00618413440942,0.0099986173144,0.0150951393662,0.0496738876888
population statistics,0.00694584254672,0.00845670628458,0.00996757002244,0.0114784337603,0.0129892974982
markov decision process,0.00642411862692,0.00812286135508,0.00982160408324,0.0115203468114,0.0132190895396
moving-average model,0.00669052882445,0.00824749219739,0.00980445557032,0.0113614189433,0.0129183823162
polynomial chaos,0.00502284689738,0.00519501947517,0.00980067687294,0.0106210614614,0.0410960200695
information entropy,0.00655531184821,0.0081741109998,0.00979291015139,0.0114391726648,0.0130854351783
partial correlation,0.00478880714805,0.00498819421299,0.00977959500728,0.0201013456063,0.0780986562081
sparse pca,0.00467247521965,0.00486142970158,0.00975894020869,0.0180748803103,0.0709665999818
computer experiment,0.00482629576376,0.00504069192306,0.00975400366391,0.0129380597586,0.0488633580675
ignorability,0.00637120450578,0.00645107948853,0.00972293241755,0.016159543564,0.0257336931991
cox process,0.0047677132755,0.00496714097087,0.00968003965508,0.0147012118562,0.0492878466994
weibull distribution,0.00413934152265,0.00500268989738,0.00966208440228,0.0190170056014,0.0732739235187
statistical distance,0.00654853425346,0.00658790419887,0.00962887634968,0.014408831545,0.0196651506238
substitution model,0.00632836259268,0.00642133559845,0.00962832603972,0.0160809485921,0.0259108179311
bimodal distribution,0.00567438136111,0.00764254703359,0.00961071270608,0.0115788783786,0.013547044051
arcsine distribution,0.00603833680933,0.00644551736341,0.00960684977659,0.0126661174045,0.0127671036027
hazard ratio,0.00629209690447,0.00639338431805,0.00959712519596,0.0257695889089,0.0647770448277
logistic distribution,0.00612251436708,0.0062050553602,0.0095559965934,0.0171118593649,0.0298091649728
convergence of measures,0.00614535956994,0.00620193865947,0.0095501112591,0.0129501902291,0.0131624884295
newton's method,0.00623847107858,0.0063612398243,0.00950522056496,0.0126697821874,0.0128542935785
uniformly most powerful test,0.00625624450046,0.00637972301033,0.00950253816128,0.0173791114355,0.0317638643152
